Date,Ticker,Industry,UnderlyingPrice,VIX,OptionType,Expiration,DTE,Strike,Bid,Ask,Last,Volume,log_moneyness,YTE,Spread,ITM
2020-09-02,AAPL,Technology,144.77,18.35,Call,2021-01-06,90,130.29,15.36,16.25,15.76,285,0.10538354095111221,0.2464065708418891,0.8900000000000006,1
2020-09-02,AAPL,Technology,144.77,18.35,Call,2021-01-06,90,144.77,5.46,5.76,5.67,488,0.0,0.2464065708418891,0.2999999999999998,0
2020-09-02,AAPL,Technology,144.77,18.35,Call,2021-01-06,90,159.25,1.13,1.2,1.15,295,-0.09532901828632044,0.2464065708418891,0.07000000000000006,0
2020-09-02,AAPL,Technology,144.77,18.35,Call,2021-05-12,180,130.29,16.65,18.43,18.05,223,0.10538354095111221,0.4928131416837782,1.7800000000000011,1
2020-09-02,AAPL,Technology,144.77,18.35,Call,2021-05-12,180,144.77,7.73,8.54,7.93,359,0.0,0.4928131416837782,0.8099999999999987,0
2020-09-02,AAPL,Technology,144.77,18.35,Call,2021-05-12,180,159.25,2.81,3.11,2.88,207,-0.09532901828632044,0.4928131416837782,0.2999999999999998,0
2020-09-03,AAPL,Technology,145.08,18.56,Call,2020-10-15,30,130.57,14.58,14.98,14.73,330,0.10537583299475453,0.08213552361396304,0.40000000000000036,1
2020-09-03,AAPL,Technology,145.08,18.56,Call,2020-10-15,30,145.08,3.16,3.23,3.22,550,0.0,0.08213552361396304,0.06999999999999984,0
2020-09-03,AAPL,Technology,145.08,18.56,Call,2020-10-15,30,159.58,0.13,0.13,0.13,362,-0.09526004946543332,0.08213552361396304,0.0,0
2020-09-03,AAPL,Technology,145.08,18.56,Call,2021-01-07,90,130.57,15.41,16.31,16.09,285,0.10537583299475453,0.2464065708418891,0.8999999999999986,1
2020-09-03,AAPL,Technology,145.08,18.56,Call,2021-01-07,90,145.08,5.53,5.84,5.69,467,0.0,0.2464065708418891,0.3099999999999996,0
2020-09-03,AAPL,Technology,145.08,18.56,Call,2021-01-07,90,159.58,1.17,1.24,1.2,278,-0.09526004946543332,0.2464065708418891,0.07000000000000006,0
2020-09-03,AAPL,Technology,145.08,18.56,Call,2021-05-13,180,130.57,16.74,18.53,17.73,254,0.10537583299475453,0.4928131416837782,1.7900000000000027,1
2020-09-03,AAPL,Technology,145.08,18.56,Call,2021-05-13,180,145.08,7.82,8.64,8.33,374,0.0,0.4928131416837782,0.8200000000000003,0
2020-09-03,AAPL,Technology,145.08,18.56,Call,2021-05-13,180,159.58,2.88,3.19,2.96,216,-0.09526004946543332,0.4928131416837782,0.31000000000000005,0
2020-09-04,AAPL,Technology,144.37,18.39,Call,2020-10-16,30,129.94,14.51,14.9,14.61,331,0.10530664318933841,0.08213552361396304,0.39000000000000057,1
2020-09-04,AAPL,Technology,144.37,18.39,Call,2020-10-16,30,144.37,3.12,3.19,3.12,536,0.0,0.08213552361396304,0.06999999999999984,0
2020-09-04,AAPL,Technology,144.37,18.39,Call,2020-10-16,30,158.81,0.12,0.12,0.12,344,-0.09532907048083204,0.08213552361396304,0.0,0
2020-09-04,AAPL,Technology,144.37,18.39,Call,2021-01-08,90,129.94,15.31,16.21,15.51,262,0.10530664318933841,0.2464065708418891,0.9000000000000004,1
2020-09-04,AAPL,Technology,144.37,18.39,Call,2021-01-08,90,144.37,5.46,5.76,5.5,458,0.0,0.2464065708418891,0.2999999999999998,0
2020-09-04,AAPL,Technology,144.37,18.39,Call,2021-01-08,90,158.81,1.14,1.2,1.17,295,-0.09532907048083204,0.2464065708418891,0.06000000000000005,0
2020-09-04,AAPL,Technology,144.37,18.39,Call,2021-05-14,180,129.94,16.61,18.39,16.88,229,0.10530664318933841,0.4928131416837782,1.7800000000000011,1
2020-09-04,AAPL,Technology,144.37,18.39,Call,2021-05-14,180,144.37,7.72,8.53,7.84,378,0.0,0.4928131416837782,0.8099999999999996,0
2020-09-04,AAPL,Technology,144.37,18.39,Call,2021-05-14,180,158.81,2.81,3.11,2.95,220,-0.09532907048083204,0.4928131416837782,0.2999999999999998,0
2020-09-07,AAPL,Technology,144.35,18.49,Call,2020-10-19,30,129.92,14.51,14.9,14.84,316,0.10532202969557632,0.08213552361396304,0.39000000000000057,1
2020-09-07,AAPL,Technology,144.35,18.49,Call,2020-10-19,30,144.35,3.13,3.21,3.14,569,0.0,0.08213552361396304,0.08000000000000007,0
2020-09-07,AAPL,Technology,144.35,18.49,Call,2020-10-19,30,158.79,0.12,0.13,0.12,346,-0.09534166842906174,0.08213552361396304,0.010000000000000009,0
2020-09-07,AAPL,Technology,144.35,18.49,Call,2021-01-11,90,129.92,15.33,16.22,15.86,271,0.10532202969557632,0.2464065708418891,0.8899999999999988,1
2020-09-07,AAPL,Technology,144.35,18.49,Call,2021-01-11,90,144.35,5.48,5.79,5.75,490,0.0,0.2464065708418891,0.3099999999999996,0
2020-09-07,AAPL,Technology,144.35,18.49,Call,2021-01-11,90,158.79,1.16,1.22,1.18,272,-0.09534166842906174,0.2464065708418891,0.06000000000000005,0
2020-09-07,AAPL,Technology,144.35,18.49,Call,2021-05-17,180,129.92,16.63,18.41,16.65,242,0.10532202969557632,0.4928131416837782,1.7800000000000011,1
2020-09-07,AAPL,Technology,144.35,18.49,Call,2021-05-17,180,144.35,7.76,8.57,7.99,372,0.0,0.4928131416837782,0.8100000000000005,0
2020-09-07,AAPL,Technology,144.35,18.49,Call,2021-05-17,180,158.79,2.84,3.15,3.09,219,-0.09534166842906174,0.4928131416837782,0.31000000000000005,0
2020-09-08,AAPL,Technology,142.44,18.63,Call,2020-10-20,30,128.2,14.32,14.71,14.38,367,0.10532931392300746,0.08213552361396304,0.39000000000000057,1
2020-09-08,AAPL,Technology,142.44,18.63,Call,2020-10-20,30,142.44,3.11,3.19,3.14,535,0.0,0.08213552361396304,0.08000000000000007,0
2020-09-08,AAPL,Technology,142.44,18.63,Call,2020-10-20,30,156.69,0.13,0.13,0.13,384,-0.09534847270674007,0.08213552361396304,0.0,0
2020-09-08,AAPL,Technology,142.44,18.63,Call,2021-01-12,90,128.2,15.14,16.02,16.0,261,0.10532931392300746,0.2464065708418891,0.879999999999999,1
2020-09-08,AAPL,Technology,142.44,18.63,Call,2021-01-12,90,142.44,5.45,5.75,5.53,481,0.0,0.2464065708418891,0.2999999999999998,0
2020-09-08,AAPL,Technology,142.44,18.63,Call,2021-01-12,90,156.69,1.16,1.23,1.18,305,-0.09534847270674007,0.2464065708418891,0.07000000000000006,0
2020-09-08,AAPL,Technology,142.44,18.63,Call,2021-05-18,180,128.2,16.45,18.21,17.27,233,0.10532931392300746,0.4928131416837782,1.7600000000000016,1
2020-09-08,AAPL,Technology,142.44,18.63,Call,2021-05-18,180,142.44,7.71,8.52,8.46,377,0.0,0.4928131416837782,0.8099999999999996,0
2020-09-08,AAPL,Technology,142.44,18.63,Call,2021-05-18,180,156.69,2.85,3.16,3.05,247,-0.09534847270674007,0.4928131416837782,0.31000000000000005,0
2020-09-09,AAPL,Technology,144.44,19.1,Call,2020-10-21,30,130.0,14.53,14.93,14.88,342,0.10532974595367457,0.08213552361396304,0.40000000000000036,1
2020-09-09,AAPL,Technology,144.44,19.1,Call,2020-10-21,30,144.44,3.23,3.31,3.24,570,0.0,0.08213552361396304,0.08000000000000007,0
2020-09-09,AAPL,Technology,144.44,19.1,Call,2020-10-21,30,158.89,0.15,0.15,0.15,315,-0.09534794249101855,0.08213552361396304,0.0,0
2020-09-09,AAPL,Technology,144.44,19.1,Call,2021-01-13,90,130.0,15.42,16.32,15.56,292,0.10532974595367457,0.2464065708418891,0.9000000000000004,1
2020-09-09,AAPL,Technology,144.44,19.1,Call,2021-01-13,90,144.44,5.65,5.97,5.92,466,0.0,0.2464065708418891,0.3199999999999994,0
2020-09-09,AAPL,Technology,144.44,19.1,Call,2021-01-13,90,158.89,1.27,1.34,1.31,300,-0.09534794249101855,0.2464065708418891,0.07000000000000006,0
2020-09-09,AAPL,Technology,144.44,19.1,Call,2021-05-19,180,130.0,16.79,18.6,17.17,243,0.10532974595367457,0.4928131416837782,1.8100000000000023,1
2020-09-09,AAPL,Technology,144.44,19.1,Call,2021-05-19,180,144.44,8.0,8.84,8.2,391,0.0,0.4928131416837782,0.8399999999999999,0
2020-09-09,AAPL,Technology,144.44,19.1,Call,2021-05-19,180,158.89,3.04,3.37,3.29,241,-0.09534794249101855,0.4928131416837782,0.33000000000000007,0
2020-09-10,AAPL,Technology,146.24,19.05,Call,2020-10-22,30,131.62,14.71,15.11,14.74,350,0.10533012467786679,0.08213552361396304,0.3999999999999986,1
2020-09-10,AAPL,Technology,146.24,19.05,Call,2020-10-22,30,146.24,3.26,3.35,3.34,582,0.0,0.08213552361396304,0.0900000000000003,0
2020-09-10,AAPL,Technology,146.24,19.05,Call,2020-10-22,30,160.86,0.15,0.15,0.15,323,-0.0952853137700831,0.08213552361396304,0.0,0
2020-09-10,AAPL,Technology,146.24,19.05,Call,2021-01-14,90,131.62,15.6,16.51,15.81,282,0.10533012467786679,0.2464065708418891,0.9100000000000019,1
2020-09-10,AAPL,Technology,146.24,19.05,Call,2021-01-14,90,146.24,5.71,6.03,5.86,483,0.0,0.2464065708418891,0.3200000000000003,0
2020-09-10,AAPL,Technology,146.24,19.05,Call,2021-01-14,90,160.86,1.27,1.35,1.28,289,-0.0952853137700831,0.2464065708418891,0.08000000000000007,0
2020-09-10,AAPL,Technology,146.24,19.05,Call,2021-05-20,180,131.62,16.99,18.81,18.09,221,0.10533012467786679,0.4928131416837782,1.8200000000000003,1
2020-09-10,AAPL,Technology,146.24,19.05,Call,2021-05-20,180,146.24,8.07,8.92,8.13,362,0.0,0.4928131416837782,0.8499999999999996,0
2020-09-10,AAPL,Technology,146.24,19.05,Call,2021-05-20,180,160.86,3.06,3.39,3.39,247,-0.0952853137700831,0.4928131416837782,0.33000000000000007,0
2020-09-11,AAPL,Technology,146.41,19.14,Call,2020-10-23,30,131.77,14.73,15.13,14.73,318,0.10535292664822991,0.08213552361396304,0.40000000000000036,1
2020-09-11,AAPL,Technology,146.41,19.14,Call,2020-10-23,30,146.41,3.28,3.36,3.31,605,0.0,0.08213552361396304,0.08000000000000007,0
2020-09-11,AAPL,Technology,146.41,19.14,Call,2020-10-23,30,161.05,0.15,0.15,0.15,351,-0.09530397057181715,0.08213552361396304,0.0,0
2020-09-11,AAPL,Technology,146.41,19.14,Call,2021-01-15,90,131.77,15.63,16.55,16.47,274,0.10535292664822991,0.2464065708418891,0.9199999999999999,1
2020-09-11,AAPL,Technology,146.41,19.14,Call,2021-01-15,90,146.41,5.74,6.07,5.77,488,0.0,0.2464065708418891,0.33000000000000007,0
2020-09-11,AAPL,Technology,146.41,19.14,Call,2021-01-15,90,161.05,1.29,1.37,1.34,301,-0.09530397057181715,0.2464065708418891,0.08000000000000007,0
2020-09-11,AAPL,Technology,146.41,19.14,Call,2021-05-21,180,131.77,17.03,18.86,17.31,213,0.10535292664822991,0.4928131416837782,1.8299999999999983,1
2020-09-11,AAPL,Technology,146.41,19.14,Call,2021-05-21,180,146.41,8.12,8.97,8.63,373,0.0,0.4928131416837782,0.8500000000000014,0
2020-09-11,AAPL,Technology,146.41,19.14,Call,2021-05-21,180,161.05,3.1,3.43,3.39,232,-0.09530397057181715,0.4928131416837782,0.33000000000000007,0
2020-09-14,AAPL,Technology,149.05,18.77,Call,2020-10-26,30,134.14,14.99,15.4,15.16,317,0.10539778945248954,0.08213552361396304,0.41000000000000014,1
2020-09-14,AAPL,Technology,149.05,18.77,Call,2020-10-26,30,149.05,3.28,3.36,3.32,587,0.0,0.08213552361396304,0.08000000000000007,0
2020-09-14,AAPL,Technology,149.05,18.77,Call,2020-10-26,30,163.95,0.14,0.14,0.14,383,-0.09527968316657662,0.08213552361396304,0.0,0
2020-09-14,AAPL,Technology,149.05,18.77,Call,2021-01-18,90,134.14,15.87,16.79,16.43,292,0.10539778945248954,0.2464065708418891,0.9199999999999999,1
2020-09-14,AAPL,Technology,149.05,18.77,Call,2021-01-18,90,149.05,5.74,6.06,5.81,448,0.0,0.2464065708418891,0.3199999999999994,0
2020-09-14,AAPL,Technology,149.05,18.77,Call,2021-01-18,90,163.95,1.25,1.32,1.3,315,-0.09527968316657662,0.2464065708418891,0.07000000000000006,0
2020-09-14,AAPL,Technology,149.05,18.77,Call,2021-05-24,180,134.14,17.25,19.1,17.63,224,0.10539778945248954,0.4928131416837782,1.8500000000000014,1
2020-09-14,AAPL,Technology,149.05,18.77,Call,2021-05-24,180,149.05,8.12,8.97,8.9,402,0.0,0.4928131416837782,0.8500000000000014,0
2020-09-14,AAPL,Technology,149.05,18.77,Call,2021-05-24,180,163.95,3.03,3.35,3.3,202,-0.09527968316657662,0.4928131416837782,0.3200000000000003,0
2020-09-15,AAPL,Technology,150.17,19.07,Call,2020-10-27,30,135.15,15.11,15.52,15.27,323,0.10538271296973269,0.08213552361396304,0.41000000000000014,1
2020-09-15,AAPL,Technology,150.17,19.07,Call,2020-10-27,30,150.17,3.35,3.44,3.43,582,0.0,0.08213552361396304,0.08999999999999986,0
2020-09-15,AAPL,Technology,150.17,19.07,Call,2020-10-27,30,165.18,0.15,0.15,0.15,344,-0.09526780269038178,0.08213552361396304,0.0,0
2020-09-15,AAPL,Technology,150.17,19.07,Call,2021-01-19,90,135.15,16.02,16.96,16.2,320,0.10538271296973269,0.2464065708418891,0.9400000000000013,1
2020-09-15,AAPL,Technology,150.17,19.07,Call,2021-01-19,90,150.17,5.87,6.2,5.95,493,0.0,0.2464065708418891,0.33000000000000007,0
2020-09-15,AAPL,Technology,150.17,19.07,Call,2021-01-19,90,165.18,1.31,1.39,1.35,308,-0.09526780269038178,0.2464065708418891,0.07999999999999985,0
2020-09-15,AAPL,Technology,150.17,19.07,Call,2021-05-25,180,135.15,17.45,19.33,18.71,216,0.10538271296973269,0.4928131416837782,1.879999999999999,1
2020-09-15,AAPL,Technology,150.17,19.07,Call,2021-05-25,180,150.17,8.3,9.17,8.44,367,0.0,0.4928131416837782,0.8699999999999992,0
2020-09-15,AAPL,Technology,150.17,19.07,Call,2021-05-25,180,165.18,3.15,3.49,3.31,222,-0.09526780269038178,0.4928131416837782,0.3400000000000003,0
2020-09-16,AAPL,Technology,148.17,18.88,Call,2020-10-28,30,133.35,14.9,15.31,15.12,312,0.10538301259261984,0.08213552361396304,0.41000000000000014,1
2020-09-16,AAPL,Technology,148.17,18.88,Call,2020-10-28,30,148.17,3.28,3.36,3.35,558,0.0,0.08213552361396304,0.08000000000000007,0
2020-09-16,AAPL,Technology,148.17,18.88,Call,2020-10-28,30,162.98,0.14,0.14,0.14,368,-0.09526723067143054,0.08213552361396304,0.0,0
2020-09-16,AAPL,Technology,148.17,18.88,Call,2021-01-20,90,133.35,15.78,16.71,15.84,301,0.10538301259261984,0.2464065708418891,0.9300000000000015,1
2020-09-16,AAPL,Technology,148.17,18.88,Call,2021-01-20,90,148.17,5.73,6.06,5.83,436,0.0,0.2464065708418891,0.3299999999999992,0
2020-09-16,AAPL,Technology,148.17,18.88,Call,2021-01-20,90,162.98,1.26,1.33,1.31,314,-0.09526723067143054,0.2464065708418891,0.07000000000000006,0
2020-09-16,AAPL,Technology,148.17,18.88,Call,2021-05-26,180,133.35,17.17,19.01,18.75,211,0.10538301259261984,0.4928131416837782,1.8399999999999999,1
2020-09-16,AAPL,Technology,148.17,18.88,Call,2021-05-26,180,148.17,8.11,8.96,8.62,368,0.0,0.4928131416837782,0.8500000000000014,0
2020-09-16,AAPL,Technology,148.17,18.88,Call,2021-05-26,180,162.98,3.05,3.37,3.11,230,-0.09526723067143054,0.4928131416837782,0.3200000000000003,0
2020-09-17,AAPL,Technology,149.05,18.74,Call,2020-10-29,30,134.14,14.99,15.39,15.01,367,0.10539778945248954,0.08213552361396304,0.40000000000000036,1
2020-09-17,AAPL,Technology,149.05,18.74,Call,2020-10-29,30,149.05,3.27,3.35,3.35,629,0.0,0.08213552361396304,0.08000000000000007,0
2020-09-17,AAPL,Technology,149.05,18.74,Call,2020-10-29,30,163.95,0.14,0.14,0.14,359,-0.09527968316657662,0.08213552361396304,0.0,0
2020-09-17,AAPL,Technology,149.05,18.74,Call,2021-01-21,90,134.14,15.86,16.79,15.95,270,0.10539778945248954,0.2464065708418891,0.9299999999999997,1
2020-09-17,AAPL,Technology,149.05,18.74,Call,2021-01-21,90,149.05,5.73,6.05,5.92,490,0.0,0.2464065708418891,0.3199999999999994,0
2020-09-17,AAPL,Technology,149.05,18.74,Call,2021-01-21,90,163.95,1.24,1.31,1.3,294,-0.09527968316657662,0.2464065708418891,0.07000000000000006,0
2020-09-17,AAPL,Technology,149.05,18.74,Call,2021-05-27,180,134.14,17.24,19.09,18.18,256,0.10539778945248954,0.4928131416837782,1.8500000000000014,1
2020-09-17,AAPL,Technology,149.05,18.74,Call,2021-05-27,180,149.05,8.11,8.96,8.52,356,0.0,0.4928131416837782,0.8500000000000014,0
2020-09-17,AAPL,Technology,149.05,18.74,Call,2021-05-27,180,163.95,3.02,3.34,3.04,248,-0.09527968316657662,0.4928131416837782,0.31999999999999984,0
2020-09-18,AAPL,Technology,146.83,18.73,Call,2020-10-30,30,132.15,14.76,15.16,14.82,325,0.105337813924548,0.08213552361396304,0.40000000000000036,1
2020-09-18,AAPL,Technology,146.83,18.73,Call,2020-10-30,30,146.83,3.22,3.3,3.23,566,0.0,0.08213552361396304,0.07999999999999963,0
2020-09-18,AAPL,Technology,146.83,18.73,Call,2020-10-30,30,161.51,0.13,0.14,0.14,347,-0.09529160527557548,0.08213552361396304,0.010000000000000009,0
2020-09-18,AAPL,Technology,146.83,18.73,Call,2021-01-22,90,132.15,15.62,16.53,15.71,315,0.105337813924548,0.2464065708418891,0.9100000000000019,1
2020-09-18,AAPL,Technology,146.83,18.73,Call,2021-01-22,90,146.83,5.64,5.96,5.94,474,0.0,0.2464065708418891,0.3200000000000003,0
2020-09-18,AAPL,Technology,146.83,18.73,Call,2021-01-22,90,161.51,1.22,1.29,1.22,276,-0.09529160527557548,0.2464065708418891,0.07000000000000006,0
2020-09-18,AAPL,Technology,146.83,18.73,Call,2021-05-28,180,132.15,16.98,18.8,17.62,235,0.105337813924548,0.4928131416837782,1.8200000000000003,1
2020-09-18,AAPL,Technology,146.83,18.73,Call,2021-05-28,180,146.83,7.98,8.82,8.48,353,0.0,0.4928131416837782,0.8399999999999999,0
2020-09-18,AAPL,Technology,146.83,18.73,Call,2021-05-28,180,161.51,2.97,3.29,3.08,230,-0.09529160527557548,0.4928131416837782,0.31999999999999984,0
2020-09-21,AAPL,Technology,148.89,18.34,Call,2020-11-02,30,134.0,14.97,15.37,15.29,351,0.10536797831654775,0.08213552361396304,0.3999999999999986,1
2020-09-21,AAPL,Technology,148.89,18.34,Call,2020-11-02,30,148.89,3.2,3.28,3.22,586,0.0,0.08213552361396304,0.07999999999999963,0
2020-09-21,AAPL,Technology,148.89,18.34,Call,2020-11-02,30,163.78,0.12,0.12,0.12,361,-0.09531628557458321,0.08213552361396304,0.0,0
2020-09-21,AAPL,Technology,148.89,18.34,Call,2021-01-25,90,134.0,15.79,16.71,16.2,263,0.10536797831654775,0.2464065708418891,0.9200000000000017,1
2020-09-21,AAPL,Technology,148.89,18.34,Call,2021-01-25,90,148.89,5.61,5.93,5.64,454,0.0,0.2464065708418891,0.3199999999999994,0
2020-09-21,AAPL,Technology,148.89,18.34,Call,2021-01-25,90,163.78,1.16,1.23,1.23,290,-0.09531628557458321,0.2464065708418891,0.07000000000000006,0
2020-09-21,AAPL,Technology,148.89,18.34,Call,2021-05-31,180,134.0,17.12,18.96,17.71,249,0.10536797831654775,0.4928131416837782,1.8399999999999999,1
2020-09-21,AAPL,Technology,148.89,18.34,Call,2021-05-31,180,148.89,7.94,8.78,8.71,365,0.0,0.4928131416837782,0.839999999999999,0
