Date,VIX_Close,Ticker,Industry,Underlying_Price,OptionType,Expiration,DTE,Strike,Last,Bid,Ask,Volume
2025-07-04,18.14,AAPL,Information Technology,213.57,Call,2025-08-03,30,224.0,4.1,3.58,4.61,238
2025-07-04,18.14,AAPL,Information Technology,213.57,Put,2025-08-03,30,224.0,13.79,12.07,15.52,162
2025-07-04,18.14,MSFT,Information Technology,436.8,Call,2025-08-03,30,415.0,27.41,23.99,30.84,470
2025-07-04,18.14,MSFT,Information Technology,436.8,Put,2025-08-03,30,415.0,4.25,3.72,4.78,352
2025-07-04,18.14,MSFT,Information Technology,436.8,Call,2025-08-03,30,458.5,5.51,4.82,6.2,154
2025-07-04,18.14,MSFT,Information Technology,436.8,Put,2025-08-03,30,458.5,25.71,22.49,28.92,390
2025-07-04,18.14,NVDA,Information Technology,116.33,Call,2025-08-03,30,110.5,8.39,7.35,9.44,275
2025-07-04,18.14,NVDA,Information Technology,116.33,Put,2025-08-03,30,110.5,2.2,1.93,2.48,535
2025-07-04,18.14,NVDA,Information Technology,116.33,Call,2025-08-03,30,122.0,2.7,2.37,3.04,389
2025-07-04,18.14,NVDA,Information Technology,116.33,Put,2025-08-03,30,122.0,7.97,6.98,8.97,236
2025-07-04,18.14,XOM,Energy,107.27,Call,2025-08-03,30,102.0,6.81,5.96,7.66,74
2025-07-04,18.14,XOM,Energy,107.27,Put,2025-08-03,30,102.0,1.21,1.06,1.36,105
2025-07-04,18.14,XOM,Energy,107.27,Call,2025-08-03,30,112.5,1.54,1.35,1.73,65
2025-07-04,18.14,XOM,Energy,107.27,Put,2025-08-03,30,112.5,6.4,5.6,7.2,87
2025-07-04,18.14,CVX,Energy,153.25,Call,2025-08-03,30,145.5,8.9,7.79,10.01,129
2025-07-04,18.14,CVX,Energy,153.25,Put,2025-08-03,30,145.5,0.67,0.59,0.75,112
2025-07-04,18.14,CVX,Energy,153.25,Call,2025-08-03,30,161.0,0.96,0.84,1.08,43
2025-07-04,18.14,CVX,Energy,153.25,Put,2025-08-03,30,161.0,8.18,7.16,9.2,29
2025-07-04,18.14,JPM,Financials,215.74,Call,2025-08-03,30,205.0,12.92,11.31,14.54,162
2025-07-04,18.14,JPM,Financials,215.74,Put,2025-08-03,30,205.0,1.51,1.32,1.7,52
2025-07-04,18.14,JPM,Financials,215.74,Call,2025-08-03,30,226.5,2.02,1.77,2.27,0
2025-07-04,18.14,JPM,Financials,215.74,Put,2025-08-03,30,226.5,12.04,10.53,13.54,81
2025-07-04,18.14,BAC,Financials,44.96,Call,2025-08-03,30,42.7,2.53,2.22,2.85,135
2025-07-04,18.14,BAC,Financials,44.96,Put,2025-08-03,30,42.7,0.13,0.12,0.15,43
2025-07-04,18.14,BAC,Financials,44.96,Call,2025-08-03,30,47.2,0.2,0.18,0.23,123
2025-07-04,18.14,BAC,Financials,44.96,Put,2025-08-03,30,47.2,2.29,2.0,2.58,69
2025-07-04,18.14,JNJ,Health Care,166.69,Call,2025-08-03,30,158.5,9.21,8.06,10.36,191
2025-07-04,18.14,JNJ,Health Care,166.69,Put,2025-08-03,30,158.5,0.5,0.43,0.56,55
2025-07-04,18.14,JNJ,Health Care,166.69,Call,2025-08-03,30,175.0,0.73,0.64,0.82,0
2025-07-04,18.14,JNJ,Health Care,166.69,Put,2025-08-03,30,175.0,8.47,7.41,9.53,82
2025-07-04,18.14,PFE,Health Care,32.12,Call,2025-08-03,30,30.5,1.91,1.67,2.15,129
2025-07-04,18.14,PFE,Health Care,32.12,Put,2025-08-03,30,30.5,0.19,0.16,0.21,143
2025-07-04,18.14,PFE,Health Care,32.12,Call,2025-08-03,30,33.7,0.27,0.23,0.3,96
2025-07-04,18.14,PFE,Health Care,32.12,Put,2025-08-03,30,33.7,1.74,1.52,1.95,156
2025-07-04,18.14,AMZN,Consumer Discretionary,179.66,Call,2025-08-03,30,170.5,11.17,9.77,12.57,293
2025-07-04,18.14,AMZN,Consumer Discretionary,179.66,Put,2025-08-03,30,170.5,1.45,1.27,1.63,374
2025-07-04,18.14,AMZN,Consumer Discretionary,179.66,Call,2025-08-03,30,188.5,1.99,1.74,2.24,735
2025-07-04,18.14,AMZN,Consumer Discretionary,179.66,Put,2025-08-03,30,188.5,10.21,8.94,11.49,193
2025-07-04,18.14,TSLA,Consumer Discretionary,252.41,Call,2025-08-03,30,240.0,16.73,14.64,18.82,454
2025-07-04,18.14,TSLA,Consumer Discretionary,252.41,Put,2025-08-03,30,240.0,3.53,3.09,3.97,717
2025-07-04,18.14,TSLA,Consumer Discretionary,252.41,Call,2025-08-03,30,265.0,4.32,3.78,4.86,112
2025-07-04,18.14,TSLA,Consumer Discretionary,252.41,Put,2025-08-03,30,265.0,16.04,14.04,18.05,0
2025-07-04,18.14,GOOGL,Communication Services,178.3,Call,2025-08-03,30,169.5,11.29,9.88,12.7,0
2025-07-04,18.14,GOOGL,Communication Services,178.3,Put,2025-08-03,30,169.5,1.94,1.69,2.18,394
2025-07-04,18.14,GOOGL,Communication Services,178.3,Call,2025-08-03,30,187.0,2.49,2.18,2.8,428
2025-07-04,18.14,GOOGL,Communication Services,178.3,Put,2025-08-03,30,187.0,10.58,9.26,11.9,420
2025-07-04,18.14,META,Communication Services,541.81,Call,2025-08-03,30,514.5,36.62,32.05,41.2,515
2025-07-04,18.14,META,Communication Services,541.81,Put,2025-08-03,30,514.5,7.63,6.67,8.58,0
2025-07-04,18.14,META,Communication Services,541.81,Call,2025-08-03,30,569.0,9.49,8.31,10.68,257
2025-07-04,18.14,META,Communication Services,541.81,Put,2025-08-03,30,569.0,34.82,30.46,39.17,0
2025-07-09,19.32,AAPL,Information Technology,207.11,Call,2025-08-08,30,197.0,12.79,11.19,14.39,331
2025-07-09,19.32,AAPL,Information Technology,207.11,Put,2025-08-08,30,197.0,2.03,1.78,2.29,583
2025-07-09,19.32,AAPL,Information Technology,207.11,Call,2025-08-08,30,217.5,2.54,2.22,2.86,217
2025-07-09,19.32,AAPL,Information Technology,207.11,Put,2025-08-08,30,217.5,12.22,10.69,13.75,6
2025-07-09,19.32,MSFT,Information Technology,428.02,Call,2025-08-08,30,406.5,30.5,26.69,34.31,0
2025-07-09,19.32,MSFT,Information Technology,428.02,Put,2025-08-08,30,406.5,7.65,6.69,8.6,346
2025-07-09,19.32,MSFT,Information Technology,428.02,Call,2025-08-08,30,449.5,9.28,8.12,10.44,590
2025-07-09,19.32,MSFT,Information Technology,428.02,Put,2025-08-08,30,449.5,29.29,25.63,32.95,515
2025-07-09,19.32,NVDA,Information Technology,113.62,Call,2025-08-08,30,108.0,7.84,6.86,8.82,485
2025-07-09,19.32,NVDA,Information Technology,113.62,Put,2025-08-08,30,108.0,1.86,1.63,2.1,75
2025-07-09,19.32,NVDA,Information Technology,113.62,Call,2025-08-08,30,119.5,2.2,1.92,2.47,577
2025-07-09,19.32,NVDA,Information Technology,113.62,Put,2025-08-08,30,119.5,7.68,6.72,8.64,193
2025-07-09,19.32,XOM,Energy,107.9,Call,2025-08-08,30,102.5,6.26,5.48,7.04,184
2025-07-09,19.32,XOM,Energy,107.9,Put,2025-08-08,30,102.5,0.52,0.46,0.59,16
2025-07-09,19.32,XOM,Energy,107.9,Call,2025-08-08,30,113.5,0.7,0.61,0.79,84
2025-07-09,19.32,XOM,Energy,107.9,Put,2025-08-08,30,113.5,5.93,5.19,6.67,217
2025-07-09,19.32,CVX,Energy,150.29,Call,2025-08-08,30,143.0,9.04,7.91,10.17,178
2025-07-09,19.32,CVX,Energy,150.29,Put,2025-08-08,30,143.0,1.28,1.12,1.44,103
2025-07-09,19.32,CVX,Energy,150.29,Call,2025-08-08,30,158.0,1.58,1.38,1.77,83
2025-07-09,19.32,CVX,Energy,150.29,Put,2025-08-08,30,158.0,8.77,7.67,9.86,104
2025-07-09,19.32,JPM,Financials,205.82,Call,2025-08-08,30,195.5,11.93,10.43,13.42,7
2025-07-09,19.32,JPM,Financials,205.82,Put,2025-08-08,30,195.5,0.96,0.84,1.08,132
2025-07-09,19.32,JPM,Financials,205.82,Call,2025-08-08,30,216.0,1.39,1.22,1.57,66
2025-07-09,19.32,JPM,Financials,205.82,Put,2025-08-08,30,216.0,10.87,9.51,12.22,100
2025-07-09,19.32,BAC,Financials,45.7,Call,2025-08-08,30,43.400000000000006,2.78,2.43,3.12,71
2025-07-09,19.32,BAC,Financials,45.7,Put,2025-08-08,30,43.400000000000006,0.33,0.29,0.38,43
2025-07-09,19.32,BAC,Financials,45.7,Call,2025-08-08,30,48.0,0.45,0.39,0.5,0
2025-07-09,19.32,BAC,Financials,45.7,Put,2025-08-08,30,48.0,2.59,2.27,2.91,109
2025-07-09,19.32,JNJ,Health Care,166.74,Call,2025-08-08,30,158.5,10.21,8.93,11.49,52
2025-07-09,19.32,JNJ,Health Care,166.74,Put,2025-08-08,30,158.5,1.45,1.27,1.63,96
2025-07-09,19.32,JNJ,Health Care,166.74,Call,2025-08-08,30,175.0,1.89,1.65,2.13,151
2025-07-09,19.32,JNJ,Health Care,166.74,Put,2025-08-08,30,175.0,9.58,8.38,10.77,65
2025-07-09,19.32,PFE,Health Care,31.04,Call,2025-08-08,30,29.5,1.81,1.58,2.04,283
2025-07-09,19.32,PFE,Health Care,31.04,Put,2025-08-08,30,29.5,0.17,0.15,0.19,58
2025-07-09,19.32,PFE,Health Care,31.04,Call,2025-08-08,30,32.6,0.23,0.21,0.26,168
2025-07-09,19.32,PFE,Health Care,31.04,Put,2025-08-08,30,32.6,1.69,1.48,1.9,107
2025-07-09,19.32,AMZN,Consumer Discretionary,184.14,Call,2025-08-08,30,175.0,12.15,10.63,13.67,254
2025-07-09,19.32,AMZN,Consumer Discretionary,184.14,Put,2025-08-08,30,175.0,2.43,2.13,2.74,0
2025-07-09,19.32,AMZN,Consumer Discretionary,184.14,Call,2025-08-08,30,193.5,2.97,2.6,3.35,128
2025-07-09,19.32,AMZN,Consumer Discretionary,184.14,Put,2025-08-08,30,193.5,11.7,10.24,13.16,150
2025-07-09,19.32,TSLA,Consumer Discretionary,248.37,Call,2025-08-08,30,236.0,15.01,13.14,16.89,323
2025-07-09,19.32,TSLA,Consumer Discretionary,248.37,Put,2025-08-08,30,236.0,1.87,1.64,2.1,491
2025-07-09,19.32,TSLA,Consumer Discretionary,248.37,Call,2025-08-08,30,261.0,2.43,2.12,2.73,105
2025-07-09,19.32,TSLA,Consumer Discretionary,248.37,Put,2025-08-08,30,261.0,14.2,12.42,15.97,754
2025-07-09,19.32,GOOGL,Communication Services,174.44,Call,2025-08-08,30,165.5,11.76,10.29,13.23,72
2025-07-09,19.32,GOOGL,Communication Services,174.44,Put,2025-08-08,30,165.5,2.28,1.99,2.56,104
2025-07-09,19.32,GOOGL,Communication Services,174.44,Call,2025-08-08,30,183.0,2.96,2.59,3.33,465
2025-07-09,19.32,GOOGL,Communication Services,174.44,Put,2025-08-08,30,183.0,10.92,9.55,12.28,0
2025-07-09,19.32,META,Communication Services,530.54,Call,2025-08-08,30,504.0,31.25,27.35,35.16,188
2025-07-09,19.32,META,Communication Services,530.54,Put,2025-08-08,30,504.0,3.06,2.68,3.44,203
2025-07-09,19.32,META,Communication Services,530.54,Call,2025-08-08,30,557.0,4.23,3.7,4.76,114
2025-07-09,19.32,META,Communication Services,530.54,Put,2025-08-08,30,557.0,28.86,25.25,32.47,0
2025-07-15,20.22,AAPL,Information Technology,205.1,Call,2025-08-14,30,195.0,15.57,13.63,17.52,232
2025-07-15,20.22,AAPL,Information Technology,205.1,Put,2025-08-14,30,195.0,4.83,4.23,5.44,164
2025-07-15,20.22,AAPL,Information Technology,205.1,Call,2025-08-14,30,215.5,5.61,4.91,6.32,380
2025-07-15,20.22,AAPL,Information Technology,205.1,Put,2025-08-14,30,215.5,15.31,13.39,17.22,299
2025-07-15,20.22,MSFT,Information Technology,430.94,Call,2025-08-14,30,409.5,30.21,26.44,33.99,466
2025-07-15,20.22,MSFT,Information Technology,430.94,Put,2025-08-14,30,409.5,7.43,6.5,8.36,167
2025-07-15,20.22,MSFT,Information Technology,430.94,Call,2025-08-14,30,452.5,8.99,7.87,10.11,335
2025-07-15,20.22,MSFT,Information Technology,430.94,Put,2025-08-14,30,452.5,29.06,25.43,32.7,188
2025-07-15,20.22,NVDA,Information Technology,114.04,Call,2025-08-14,30,108.5,7.97,6.97,8.96,407
2025-07-15,20.22,NVDA,Information Technology,114.04,Put,2025-08-14,30,108.5,2.07,1.81,2.33,266
2025-07-15,20.22,NVDA,Information Technology,114.04,Call,2025-08-14,30,119.5,2.53,2.21,2.84,149
2025-07-15,20.22,NVDA,Information Technology,114.04,Put,2025-08-14,30,119.5,7.59,6.64,8.54,107
2025-07-15,20.22,XOM,Energy,107.19,Call,2025-08-14,30,102.0,6.15,5.38,6.92,59
2025-07-15,20.22,XOM,Energy,107.19,Put,2025-08-14,30,102.0,0.63,0.55,0.71,187
2025-07-15,20.22,XOM,Energy,107.19,Call,2025-08-14,30,112.5,0.83,0.73,0.94,50
2025-07-15,20.22,XOM,Energy,107.19,Put,2025-08-14,30,112.5,5.77,5.05,6.5,0
2025-07-15,20.22,CVX,Energy,147.15,Call,2025-08-14,30,140.0,9.74,8.52,10.96,132
2025-07-15,20.22,CVX,Energy,147.15,Put,2025-08-14,30,140.0,2.13,1.87,2.4,111
2025-07-15,20.22,CVX,Energy,147.15,Call,2025-08-14,30,154.5,2.57,2.25,2.89,192
2025-07-15,20.22,CVX,Energy,147.15,Put,2025-08-14,30,154.5,9.41,8.24,10.59,130
2025-07-15,20.22,JPM,Financials,208.84,Call,2025-08-14,30,198.5,11.85,10.37,13.33,81
2025-07-15,20.22,JPM,Financials,208.84,Put,2025-08-14,30,198.5,0.86,0.75,0.97,145
2025-07-15,20.22,JPM,Financials,208.84,Call,2025-08-14,30,219.5,1.18,1.03,1.33,0
2025-07-15,20.22,JPM,Financials,208.84,Put,2025-08-14,30,219.5,11.12,9.73,12.51,84
2025-07-15,20.22,BAC,Financials,45.97,Call,2025-08-14,30,43.7,2.84,2.48,3.19,0
2025-07-15,20.22,BAC,Financials,45.97,Put,2025-08-14,30,43.7,0.42,0.37,0.48,0
2025-07-15,20.22,BAC,Financials,45.97,Call,2025-08-14,30,48.3,0.54,0.47,0.6,106
2025-07-15,20.22,BAC,Financials,45.97,Put,2025-08-14,30,48.3,2.71,2.37,3.04,129
2025-07-15,20.22,JNJ,Health Care,166.08,Call,2025-08-14,30,158.0,9.62,8.42,10.83,171
2025-07-15,20.22,JNJ,Health Care,166.08,Put,2025-08-14,30,158.0,1.03,0.9,1.15,38
2025-07-15,20.22,JNJ,Health Care,166.08,Call,2025-08-14,30,174.5,1.32,1.16,1.49,117
2025-07-15,20.22,JNJ,Health Care,166.08,Put,2025-08-14,30,174.5,9.17,8.02,10.32,39
2025-07-15,20.22,PFE,Health Care,31.03,Call,2025-08-14,30,29.5,1.95,1.7,2.19,152
2025-07-15,20.22,PFE,Health Care,31.03,Put,2025-08-14,30,29.5,0.32,0.28,0.36,118
2025-07-15,20.22,PFE,Health Care,31.03,Call,2025-08-14,30,32.6,0.4,0.35,0.45,70
2025-07-15,20.22,PFE,Health Care,31.03,Put,2025-08-14,30,32.6,1.86,1.63,2.09,167
2025-07-15,20.22,AMZN,Consumer Discretionary,179.62,Call,2025-08-14,30,170.5,10.87,9.51,12.22,581
2025-07-15,20.22,AMZN,Consumer Discretionary,179.62,Put,2025-08-14,30,170.5,1.19,1.04,1.33,210
2025-07-15,20.22,AMZN,Consumer Discretionary,179.62,Call,2025-08-14,30,188.5,1.66,1.45,1.87,537
2025-07-15,20.22,AMZN,Consumer Discretionary,179.62,Put,2025-08-14,30,188.5,9.92,8.68,11.16,194
2025-07-15,20.22,TSLA,Consumer Discretionary,255.21,Call,2025-08-14,30,242.5,17.74,15.53,19.96,453
2025-07-15,20.22,TSLA,Consumer Discretionary,255.21,Put,2025-08-14,30,242.5,4.24,3.71,4.77,362
2025-07-15,20.22,TSLA,Consumer Discretionary,255.21,Call,2025-08-14,30,268.0,5.14,4.5,5.79,125
2025-07-15,20.22,TSLA,Consumer Discretionary,255.21,Put,2025-08-14,30,268.0,17.05,14.92,19.19,0
2025-07-15,20.22,GOOGL,Communication Services,170.41,Call,2025-08-14,30,162.0,10.73,9.38,12.07,316
2025-07-15,20.22,GOOGL,Communication Services,170.41,Put,2025-08-14,30,162.0,1.78,1.56,2.01,239
2025-07-15,20.22,GOOGL,Communication Services,170.41,Call,2025-08-14,30,179.0,2.23,1.95,2.51,636
2025-07-15,20.22,GOOGL,Communication Services,170.41,Put,2025-08-14,30,179.0,10.24,8.96,11.51,323
2025-07-15,20.22,META,Communication Services,536.79,Call,2025-08-14,30,510.0,32.04,28.03,36.04,656
2025-07-15,20.22,META,Communication Services,536.79,Put,2025-08-14,30,510.0,3.58,3.13,4.02,598
2025-07-15,20.22,META,Communication Services,536.79,Call,2025-08-14,30,563.5,4.85,4.24,5.46,82
2025-07-15,20.22,META,Communication Services,536.79,Put,2025-08-14,30,563.5,29.71,26.0,33.42,291
2025-07-18,18.61,AAPL,Information Technology,201.48,Call,2025-08-17,30,191.5,13.92,12.18,15.66,162
2025-07-18,18.61,AAPL,Information Technology,201.48,Put,2025-08-17,30,191.5,3.31,2.9,3.72,494
2025-07-18,18.61,AAPL,Information Technology,201.48,Call,2025-08-17,30,211.5,4.03,3.52,4.53,450
2025-07-18,18.61,AAPL,Information Technology,201.48,Put,2025-08-17,30,211.5,13.35,11.68,15.02,234
2025-07-18,18.61,MSFT,Information Technology,426.47,Call,2025-08-17,30,405.0,28.28,24.74,31.81,212
2025-07-18,18.61,MSFT,Information Technology,426.47,Put,2025-08-17,30,405.0,5.48,4.79,6.16,228
2025-07-18,18.61,MSFT,Information Technology,426.47,Call,2025-08-17,30,448.0,6.84,5.99,7.7,230
2025-07-18,18.61,MSFT,Information Technology,426.47,Put,2025-08-17,30,448.0,26.9,23.54,30.26,0
2025-07-18,18.61,NVDA,Information Technology,115.55,Call,2025-08-17,30,110.0,8.4,7.35,9.45,496
2025-07-18,18.61,NVDA,Information Technology,115.55,Put,2025-08-17,30,110.0,2.49,2.18,2.8,76
2025-07-18,18.61,NVDA,Information Technology,115.55,Call,2025-08-17,30,121.5,2.83,2.48,3.19,120
2025-07-18,18.61,NVDA,Information Technology,115.55,Put,2025-08-17,30,121.5,8.38,7.34,9.43,280
2025-07-18,18.61,XOM,Energy,105.93,Call,2025-08-17,30,100.5,6.76,5.92,7.61,106
2025-07-18,18.61,XOM,Energy,105.93,Put,2025-08-17,30,100.5,1.0,0.88,1.13,119
2025-07-18,18.61,XOM,Energy,105.93,Call,2025-08-17,30,111.0,1.39,1.22,1.57,61
2025-07-18,18.61,XOM,Energy,105.93,Put,2025-08-17,30,111.0,6.1,5.34,6.86,102
2025-07-18,18.61,CVX,Energy,149.29,Call,2025-08-17,30,142.0,9.21,8.06,10.36,209
2025-07-18,18.61,CVX,Energy,149.29,Put,2025-08-17,30,142.0,1.45,1.27,1.64,0
2025-07-18,18.61,CVX,Energy,149.29,Call,2025-08-17,30,157.0,1.77,1.55,1.99,16
2025-07-18,18.61,CVX,Energy,149.29,Put,2025-08-17,30,157.0,8.96,7.84,10.08,126
2025-07-18,18.61,JPM,Financials,209.21,Call,2025-08-17,30,198.5,13.28,11.62,14.94,0
2025-07-18,18.61,JPM,Financials,209.21,Put,2025-08-17,30,198.5,1.92,1.68,2.16,21
2025-07-18,18.61,JPM,Financials,209.21,Call,2025-08-17,30,219.5,2.61,2.28,2.93,175
2025-07-18,18.61,JPM,Financials,209.21,Put,2025-08-17,30,219.5,12.18,10.66,13.7,159
2025-07-18,18.61,BAC,Financials,45.55,Call,2025-08-17,30,43.3,2.51,2.2,2.82,112
2025-07-18,18.61,BAC,Financials,45.55,Put,2025-08-17,30,43.3,0.12,0.1,0.13,142
2025-07-18,18.61,BAC,Financials,45.55,Call,2025-08-17,30,47.8,0.18,0.16,0.2,78
2025-07-18,18.61,BAC,Financials,45.55,Put,2025-08-17,30,47.8,2.28,1.99,2.56,166
2025-07-18,18.61,JNJ,Health Care,161.97,Call,2025-08-17,30,154.0,10.12,8.85,11.38,77
2025-07-18,18.61,JNJ,Health Care,161.97,Put,2025-08-17,30,154.0,1.64,1.44,1.85,23
2025-07-18,18.61,JNJ,Health Care,161.97,Call,2025-08-17,30,170.0,2.09,1.83,2.35,149
2025-07-18,18.61,JNJ,Health Care,161.97,Put,2025-08-17,30,170.0,9.56,8.37,10.76,129
2025-07-18,18.61,PFE,Health Care,31.07,Call,2025-08-17,30,29.5,1.84,1.61,2.07,11
2025-07-18,18.61,PFE,Health Care,31.07,Put,2025-08-17,30,29.5,0.17,0.15,0.2,203
2025-07-18,18.61,PFE,Health Care,31.07,Call,2025-08-17,30,32.6,0.25,0.22,0.28,161
2025-07-18,18.61,PFE,Health Care,31.07,Put,2025-08-17,30,32.6,1.67,1.46,1.88,198
2025-07-18,18.61,AMZN,Consumer Discretionary,181.52,Call,2025-08-17,30,172.5,11.66,10.2,13.12,322
2025-07-18,18.61,AMZN,Consumer Discretionary,181.52,Put,2025-08-17,30,172.5,2.07,1.81,2.33,171
2025-07-18,18.61,AMZN,Consumer Discretionary,181.52,Call,2025-08-17,30,190.5,2.64,2.31,2.97,272
2025-07-18,18.61,AMZN,Consumer Discretionary,181.52,Put,2025-08-17,30,190.5,10.99,9.62,12.37,302
2025-07-18,18.61,TSLA,Consumer Discretionary,251.74,Call,2025-08-17,30,239.0,16.3,14.27,18.34,711
2025-07-18,18.61,TSLA,Consumer Discretionary,251.74,Put,2025-08-17,30,239.0,2.78,2.43,3.13,155
