Date,VIX_Close,Ticker,Industry,Underlying_Price,OptionType,Expiration,DTE,Strike,Last,Bid,Ask,Volume,log_moneyness,YTE,Spread,ITM
2025-07-04,18.14,JPM,Financials,215.74,Put,2025-08-03,30,205.0,1.51,1.32,1.7,52,0.05106399980887486,0.08213552361396304,0.3799999999999999,0
2025-07-04,18.14,JPM,Financials,215.74,Call,2025-08-03,30,226.5,2.02,1.77,2.27,0,-0.04867096597580563,0.08213552361396304,0.5,0
2025-07-04,18.14,JPM,Financials,215.74,Put,2025-08-03,30,226.5,12.04,10.53,13.54,81,-0.04867096597580563,0.08213552361396304,3.01,1
2025-07-04,18.14,BAC,Financials,44.96,Call,2025-08-03,30,42.7,2.53,2.22,2.85,135,0.051574285350856654,0.08213552361396304,0.6299999999999999,1
2025-07-04,18.14,BAC,Financials,44.96,Put,2025-08-03,30,42.7,0.13,0.12,0.15,43,0.051574285350856654,0.08213552361396304,0.03,0
2025-07-04,18.14,BAC,Financials,44.96,Call,2025-08-03,30,47.2,0.2,0.18,0.23,123,-0.04862068700607409,0.08213552361396304,0.05000000000000002,0
2025-07-04,18.14,BAC,Financials,44.96,Put,2025-08-03,30,47.2,2.29,2.0,2.58,69,-0.04862068700607409,0.08213552361396304,0.5800000000000001,1
2025-07-04,18.14,JNJ,Health Care,166.69,Call,2025-08-03,30,158.5,9.21,8.06,10.36,191,0.050381206637661324,0.08213552361396304,2.299999999999999,1
2025-07-04,18.14,JNJ,Health Care,166.69,Put,2025-08-03,30,158.5,0.5,0.43,0.56,55,0.050381206637661324,0.08213552361396304,0.13000000000000006,0
2025-07-04,18.14,JNJ,Health Care,166.69,Call,2025-08-03,30,175.0,0.73,0.64,0.82,0,-0.0486501739685175,0.08213552361396304,0.17999999999999994,0
2025-07-04,18.14,JNJ,Health Care,166.69,Put,2025-08-03,30,175.0,8.47,7.41,9.53,82,-0.0486501739685175,0.08213552361396304,2.119999999999999,1
2025-07-04,18.14,PFE,Health Care,32.12,Call,2025-08-03,30,30.5,1.91,1.67,2.15,129,0.051752205465194864,0.08213552361396304,0.48,1
2025-07-04,18.14,PFE,Health Care,32.12,Put,2025-08-03,30,30.5,0.19,0.16,0.21,143,0.051752205465194864,0.08213552361396304,0.04999999999999999,0
2025-07-04,18.14,PFE,Health Care,32.12,Call,2025-08-03,30,33.7,0.27,0.23,0.3,96,-0.04801894827975528,0.08213552361396304,0.06999999999999998,0
2025-07-04,18.14,PFE,Health Care,32.12,Put,2025-08-03,30,33.7,1.74,1.52,1.95,156,-0.04801894827975528,0.08213552361396304,0.42999999999999994,1
2025-07-04,18.14,AMZN,Consumer Discretionary,179.66,Call,2025-08-03,30,170.5,11.17,9.77,12.57,293,0.05233087907748908,0.08213552361396304,2.8000000000000007,1
2025-07-04,18.14,AMZN,Consumer Discretionary,179.66,Put,2025-08-03,30,170.5,1.45,1.27,1.63,374,0.05233087907748908,0.08213552361396304,0.3599999999999999,0
2025-07-04,18.14,AMZN,Consumer Discretionary,179.66,Call,2025-08-03,30,188.5,1.99,1.74,2.24,735,-0.04803183108700493,0.08213552361396304,0.5000000000000002,0
2025-07-04,18.14,AMZN,Consumer Discretionary,179.66,Put,2025-08-03,30,188.5,10.21,8.94,11.49,193,-0.04803183108700493,0.08213552361396304,2.5500000000000007,1
2025-07-04,18.14,TSLA,Consumer Discretionary,252.41,Call,2025-08-03,30,240.0,16.73,14.64,18.82,454,0.05041582619157611,0.08213552361396304,4.18,1
2025-07-04,18.14,TSLA,Consumer Discretionary,252.41,Put,2025-08-03,30,240.0,3.53,3.09,3.97,717,0.05041582619157611,0.08213552361396304,0.8800000000000003,0
2025-07-04,18.14,TSLA,Consumer Discretionary,252.41,Call,2025-08-03,30,265.0,4.32,3.78,4.86,112,-0.0486750764526547,0.08213552361396304,1.0800000000000005,0
2025-07-04,18.14,TSLA,Consumer Discretionary,252.41,Put,2025-08-03,30,265.0,16.04,14.04,18.05,0,-0.0486750764526547,0.08213552361396304,4.010000000000002,1
2025-07-04,18.14,GOOGL,Communication Services,178.3,Call,2025-08-03,30,169.5,11.29,9.88,12.7,0,0.05061459804858988,0.08213552361396304,2.8199999999999985,1
2025-07-04,18.14,GOOGL,Communication Services,178.3,Put,2025-08-03,30,169.5,1.94,1.69,2.18,394,0.05061459804858988,0.08213552361396304,0.4900000000000002,0
2025-07-04,18.14,GOOGL,Communication Services,178.3,Call,2025-08-03,30,187.0,2.49,2.18,2.8,428,-0.047641091985491886,0.08213552361396304,0.6199999999999997,0
2025-07-04,18.14,GOOGL,Communication Services,178.3,Put,2025-08-03,30,187.0,10.58,9.26,11.9,420,-0.047641091985491886,0.08213552361396304,2.6400000000000006,1
2025-07-04,18.14,META,Communication Services,541.81,Call,2025-08-03,30,514.5,36.62,32.05,41.2,515,0.0517198312017633,0.08213552361396304,9.150000000000006,1
2025-07-04,18.14,META,Communication Services,541.81,Put,2025-08-03,30,514.5,7.63,6.67,8.58,0,0.0517198312017633,0.08213552361396304,1.9100000000000001,0
2025-07-04,18.14,META,Communication Services,541.81,Call,2025-08-03,30,569.0,9.49,8.31,10.68,257,-0.048965047650463375,0.08213552361396304,2.369999999999999,0
2025-07-04,18.14,META,Communication Services,541.81,Put,2025-08-03,30,569.0,34.82,30.46,39.17,0,-0.048965047650463375,0.08213552361396304,8.71,1
2025-07-09,19.32,AAPL,Information Technology,207.11,Call,2025-08-08,30,197.0,12.79,11.19,14.39,331,0.05004632435007117,0.08213552361396304,3.200000000000001,1
2025-07-09,19.32,AAPL,Information Technology,207.11,Put,2025-08-08,30,197.0,2.03,1.78,2.29,583,0.05004632435007117,0.08213552361396304,0.51,0
2025-07-09,19.32,AAPL,Information Technology,207.11,Call,2025-08-08,30,217.5,2.54,2.22,2.86,217,-0.04894879744067921,0.08213552361396304,0.6399999999999997,0
2025-07-09,19.32,AAPL,Information Technology,207.11,Put,2025-08-08,30,217.5,12.22,10.69,13.75,6,-0.04894879744067921,0.08213552361396304,3.0600000000000005,1
2025-07-09,19.32,MSFT,Information Technology,428.02,Call,2025-08-08,30,406.5,30.5,26.69,34.31,0,0.051585994474129725,0.08213552361396304,7.620000000000001,1
2025-07-09,19.32,MSFT,Information Technology,428.02,Put,2025-08-08,30,406.5,7.65,6.69,8.6,346,0.051585994474129725,0.08213552361396304,1.9099999999999993,0
2025-07-09,19.32,MSFT,Information Technology,428.02,Call,2025-08-08,30,449.5,9.28,8.12,10.44,590,-0.04896593044968,0.08213552361396304,2.3200000000000003,0
2025-07-09,19.32,MSFT,Information Technology,428.02,Put,2025-08-08,30,449.5,29.29,25.63,32.95,515,-0.04896593044968,0.08213552361396304,7.320000000000004,1
2025-07-09,19.32,NVDA,Information Technology,113.62,Call,2025-08-08,30,108.0,7.84,6.86,8.82,485,0.0507283200047612,0.08213552361396304,1.96,1
2025-07-09,19.32,NVDA,Information Technology,113.62,Put,2025-08-08,30,108.0,1.86,1.63,2.1,75,0.0507283200047612,0.08213552361396304,0.4700000000000002,0
2025-07-09,19.32,NVDA,Information Technology,113.62,Call,2025-08-08,30,119.5,2.2,1.92,2.47,577,-0.050456824242584485,0.08213552361396304,0.5500000000000003,0
2025-07-09,19.32,NVDA,Information Technology,113.62,Put,2025-08-08,30,119.5,7.68,6.72,8.64,193,-0.050456824242584485,0.08213552361396304,1.9200000000000008,1
2025-07-09,19.32,XOM,Energy,107.9,Call,2025-08-08,30,102.5,6.26,5.48,7.04,184,0.05134207368562615,0.08213552361396304,1.5599999999999996,1
2025-07-09,19.32,XOM,Energy,107.9,Put,2025-08-08,30,102.5,0.52,0.46,0.59,16,0.05134207368562615,0.08213552361396304,0.12999999999999995,0
2025-07-09,19.32,XOM,Energy,107.9,Call,2025-08-08,30,113.5,0.7,0.61,0.79,84,-0.0505979646573683,0.08213552361396304,0.18000000000000005,0
2025-07-09,19.32,XOM,Energy,107.9,Put,2025-08-08,30,113.5,5.93,5.19,6.67,217,-0.0505979646573683,0.08213552361396304,1.4799999999999995,1
2025-07-09,19.32,CVX,Energy,150.29,Call,2025-08-08,30,143.0,9.04,7.91,10.17,178,0.049722130686095566,0.08213552361396304,2.26,1
2025-07-09,19.32,CVX,Energy,150.29,Put,2025-08-08,30,143.0,1.28,1.12,1.44,103,0.049722130686095566,0.08213552361396304,0.31999999999999984,0
2025-07-09,19.32,CVX,Energy,150.29,Call,2025-08-08,30,158.0,1.58,1.38,1.77,83,-0.0500282720809639,0.08213552361396304,0.3900000000000001,0
2025-07-09,19.32,CVX,Energy,150.29,Put,2025-08-08,30,158.0,8.77,7.67,9.86,104,-0.0500282720809639,0.08213552361396304,2.1899999999999995,1
2025-07-09,19.32,JPM,Financials,205.82,Call,2025-08-08,30,195.5,11.93,10.43,13.42,7,0.051441620982525096,0.08213552361396304,2.99,1
2025-07-09,19.32,JPM,Financials,205.82,Put,2025-08-08,30,195.5,0.96,0.84,1.08,132,0.051441620982525096,0.08213552361396304,0.2400000000000001,0
2025-07-09,19.32,JPM,Financials,205.82,Call,2025-08-08,30,216.0,1.39,1.22,1.57,66,-0.048276407276219374,0.08213552361396304,0.3500000000000001,0
2025-07-09,19.32,JPM,Financials,205.82,Put,2025-08-08,30,216.0,10.87,9.51,12.22,100,-0.048276407276219374,0.08213552361396304,2.710000000000001,1
2025-07-09,19.32,BAC,Financials,45.7,Call,2025-08-08,30,43.400000000000006,2.78,2.43,3.12,71,0.051638856793799676,0.08213552361396304,0.69,1
2025-07-09,19.32,BAC,Financials,45.7,Put,2025-08-08,30,43.400000000000006,0.33,0.29,0.38,43,0.051638856793799676,0.08213552361396304,0.09000000000000002,0
2025-07-09,19.32,BAC,Financials,45.7,Call,2025-08-08,30,48.0,0.45,0.39,0.5,0,-0.04910271300773185,0.08213552361396304,0.10999999999999999,0
2025-07-09,19.32,BAC,Financials,45.7,Put,2025-08-08,30,48.0,2.59,2.27,2.91,109,-0.04910271300773185,0.08213552361396304,0.6400000000000001,1
2025-07-09,19.32,JNJ,Health Care,166.74,Call,2025-08-08,30,158.5,10.21,8.93,11.49,52,0.050681119665132175,0.08213552361396304,2.5600000000000005,1
2025-07-09,19.32,JNJ,Health Care,166.74,Put,2025-08-08,30,158.5,1.45,1.27,1.63,96,0.050681119665132175,0.08213552361396304,0.3599999999999999,0
2025-07-09,19.32,JNJ,Health Care,166.74,Call,2025-08-08,30,175.0,1.89,1.65,2.13,151,-0.04835026094104661,0.08213552361396304,0.48,0
2025-07-09,19.32,JNJ,Health Care,166.74,Put,2025-08-08,30,175.0,9.58,8.38,10.77,65,-0.04835026094104661,0.08213552361396304,2.389999999999999,1
2025-07-09,19.32,PFE,Health Care,31.04,Call,2025-08-08,30,29.5,1.81,1.58,2.04,283,0.050886431969243924,0.08213552361396304,0.45999999999999996,1
2025-07-09,19.32,PFE,Health Care,31.04,Put,2025-08-08,30,29.5,0.17,0.15,0.19,58,0.050886431969243924,0.08213552361396304,0.04000000000000001,0
2025-07-09,19.32,PFE,Health Care,31.04,Call,2025-08-08,30,32.6,0.23,0.21,0.26,168,-0.04903559305764402,0.08213552361396304,0.05000000000000002,0
2025-07-09,19.32,PFE,Health Care,31.04,Put,2025-08-08,30,32.6,1.69,1.48,1.9,107,-0.04903559305764402,0.08213552361396304,0.41999999999999993,1
2025-07-09,19.32,AMZN,Consumer Discretionary,184.14,Call,2025-08-08,30,175.0,12.15,10.63,13.67,254,0.05091036393618562,0.08213552361396304,3.039999999999999,1
2025-07-09,19.32,AMZN,Consumer Discretionary,184.14,Put,2025-08-08,30,175.0,2.43,2.13,2.74,0,0.05091036393618562,0.08213552361396304,0.6100000000000003,0
2025-07-09,19.32,AMZN,Consumer Discretionary,184.14,Call,2025-08-08,30,193.5,2.97,2.6,3.35,128,-0.049581174610136725,0.08213552361396304,0.75,0
2025-07-09,19.32,AMZN,Consumer Discretionary,184.14,Put,2025-08-08,30,193.5,11.7,10.24,13.16,150,-0.049581174610136725,0.08213552361396304,2.92,1
2025-07-09,19.32,TSLA,Consumer Discretionary,248.37,Call,2025-08-08,30,236.0,15.01,13.14,16.89,323,0.051087764793214197,0.08213552361396304,3.75,1
2025-07-09,19.32,TSLA,Consumer Discretionary,248.37,Put,2025-08-08,30,236.0,1.87,1.64,2.1,491,0.051087764793214197,0.08213552361396304,0.4600000000000002,0
2025-07-09,19.32,TSLA,Consumer Discretionary,248.37,Call,2025-08-08,30,261.0,2.43,2.12,2.73,105,-0.04960083750386925,0.08213552361396304,0.6099999999999999,0
2025-07-09,19.32,TSLA,Consumer Discretionary,248.37,Put,2025-08-08,30,261.0,14.2,12.42,15.97,754,-0.04960083750386925,0.08213552361396304,3.5500000000000007,1
2025-07-09,19.32,GOOGL,Communication Services,174.44,Call,2025-08-08,30,165.5,11.76,10.29,13.23,72,0.05260964815744819,0.08213552361396304,2.9400000000000013,1
2025-07-09,19.32,GOOGL,Communication Services,174.44,Put,2025-08-08,30,165.5,2.28,1.99,2.56,104,0.05260964815744819,0.08213552361396304,0.5700000000000001,0
2025-07-09,19.32,GOOGL,Communication Services,174.44,Call,2025-08-08,30,183.0,2.96,2.59,3.33,465,-0.04790530986685522,0.08213552361396304,0.7400000000000002,0
2025-07-09,19.32,GOOGL,Communication Services,174.44,Put,2025-08-08,30,183.0,10.92,9.55,12.28,0,-0.04790530986685522,0.08213552361396304,2.7299999999999986,1
2025-07-09,19.32,META,Communication Services,530.54,Call,2025-08-08,30,504.0,31.25,27.35,35.16,188,0.05131908770569356,0.08213552361396304,7.809999999999995,1
2025-07-09,19.32,META,Communication Services,530.54,Put,2025-08-08,30,504.0,3.06,2.68,3.44,203,0.05131908770569356,0.08213552361396304,0.7599999999999998,0
2025-07-09,19.32,META,Communication Services,530.54,Call,2025-08-08,30,557.0,4.23,3.7,4.76,114,-0.048669884150221755,0.08213552361396304,1.0599999999999996,0
2025-07-09,19.32,META,Communication Services,530.54,Put,2025-08-08,30,557.0,28.86,25.25,32.47,0,-0.048669884150221755,0.08213552361396304,7.219999999999999,1
2025-07-15,20.22,AAPL,Information Technology,205.1,Call,2025-08-14,30,195.0,15.57,13.63,17.52,232,0.050498106514588074,0.08213552361396304,3.889999999999999,1
2025-07-15,20.22,AAPL,Information Technology,205.1,Put,2025-08-14,30,195.0,4.83,4.23,5.44,164,0.050498106514588074,0.08213552361396304,1.21,0
2025-07-15,20.22,AAPL,Information Technology,205.1,Call,2025-08-14,30,215.5,5.61,4.91,6.32,380,-0.04946324446546757,0.08213552361396304,1.4100000000000001,0
2025-07-15,20.22,AAPL,Information Technology,205.1,Put,2025-08-14,30,215.5,15.31,13.39,17.22,299,-0.04946324446546757,0.08213552361396304,3.8299999999999983,1
2025-07-15,20.22,MSFT,Information Technology,430.94,Call,2025-08-14,30,409.5,30.21,26.44,33.99,466,0.051031965982962925,0.08213552361396304,7.550000000000001,1
2025-07-15,20.22,MSFT,Information Technology,430.94,Put,2025-08-14,30,409.5,7.43,6.5,8.36,167,0.051031965982962925,0.08213552361396304,1.8599999999999994,0
2025-07-15,20.22,MSFT,Information Technology,430.94,Call,2025-08-14,30,452.5,8.99,7.87,10.11,335,-0.04881889386389367,0.08213552361396304,2.2399999999999993,0
2025-07-15,20.22,MSFT,Information Technology,430.94,Put,2025-08-14,30,452.5,29.06,25.43,32.7,188,-0.04881889386389367,0.08213552361396304,7.270000000000003,1
2025-07-15,20.22,NVDA,Information Technology,114.04,Call,2025-08-14,30,108.5,7.97,6.97,8.96,407,0.04979909106395703,0.08213552361396304,1.990000000000001,1
